,Unnamed: 0.1,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
107,107,107,fix_inte_filter,void,"void fix_inte_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]",根据输入的dT和数据数组，更新数据数组中的元素，并对e进行限制处理,"void fix_inte_filter(float dT,_fix_inte_filter_st *data)
{
	
	data->out += (data->in_est_d + data->e ) *dT;
	
	data->e = data->fix_kp *(data->in_obs - data->out);

	if(data->e_limit>0)
	{		
		data->e = LIMIT(data->e,-data->e_limit,data->e_limit);
	}
	
}","{'begin': {'line': 30, 'column': 1}, 'end': {'line': 42, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['根据', '输入', '的', 'dT', '和', '数据', '数组', '，', '更新', '数据', '数组', '中', '的', '元素', '，', '并', '对', 'e', '进行', '限制', '处理']"
108,108,108,limit_filter,void,"void limit_filter(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入数据进行增量滤波，适合大噪声低滞后场景，收敛快,"void limit_filter(float T,float hz,_lf_t *data,float in) //增量滤波，适合大噪声低滞后（无缝），收敛最快
{
	float abs_t;
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
// 	abs_t = ABS(data->lpf_1);
// 	data->out = LIMIT(in,-abs_t,abs_t);
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
 	abs_t = ABS(in);
	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 44, 'column': 1}, 'end': {'line': 53, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['对', '输入', '数据', '进行', '增量', '滤波', '，', '适合', '大', '噪声', '低', '滞后', '场景', '，', '收敛', '快']"
109,109,109,limit_filter_2,void,"void limit_filter_2(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入数据进行增量滤波、均衡处理，但存在一定的滞后。,"void limit_filter_2(float T,float hz,_lf_t *data,float in) //增量滤波，均衡，但滞后稍大(数据反向等待低通反向)
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(data->lpf_1);
	data->out = LIMIT(in,-abs_t,abs_t);
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
//  	abs_t = ABS(in);
// 	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 55, 'column': 1}, 'end': {'line': 64, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['对', '输入', '数据', '进行', '增量', '滤波', '、', '均衡', '处理', '，', '但', '存在', '一定', '的', '滞后', '。']"
110,110,110,limit_filter_3,void,"void limit_filter_3(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",增量滤波函数，适用于低噪声、小滞后情况，或噪声大但收敛较慢的情况。,"void limit_filter_3(float T,float hz,_lf_t *data,float in) //增量滤波，适合低噪声滞后较小(等幅大噪声平行不收敛),噪声大收敛过慢
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(in);
	data->out = data->lpf_1 = LIMIT((data->lpf_1),-abs_t,abs_t);

}","{'begin': {'line': 66, 'column': 1}, 'end': {'line': 73, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['增量', '滤波', '函数', '，', '适用', '于', '噪声', '低噪声', '、', '小', '滞后', '情况', '，', '或', '噪声', '大', '但', '收敛', '较慢', '的', '情况', '。']"
111,111,111,steepest_descend,void,"void steepest_descend(int[] arr, int len, int * steepest, int step_num, int in)","[{'name': 'arr', 'type': 'int[]'}, {'name': 'len', 'type': 'int'}, {'name': 'steepest', 'type': 'int *'}, {'name': 'step_num', 'type': 'int'}, {'name': 'in', 'type': 'int'}]",计算数组中最陡下降路径，并更新最陡斜率和当前点。,"void steepest_descend(s32 arr[],u8 len,_steepest_st *steepest,u8 step_num,s32 in)
{	
	u8 updw = 1;//0 dw,1up
	s16 i;
	u8 step_cnt=0;
	u8 step_slope_factor=1;
	u8 on = 1;
	s8 pn = 1;
	//float last = 0;
	float step = 0;
	s32 start_point = 0;
	s32 pow_sum = 0;
	
	steepest->lst_out = steepest->now_out;
	
	if( ++(steepest->cnt) >= len )	
	{
		(steepest->cnt) = 0; //now
	}
	
	//last = arr[ (steepest->cnt) ];
	
	arr[ (steepest->cnt) ] = in;
	
	step = (float)(in - steepest->lst_out)/step_num ;//梯度
	
	if(ABS(step)<1)//整形数据<1的有效判定
	{
		if(ABS(step)*step_num<2)
		{
			step = 0;
		}
		else
		{
		  step = (step > 0) ? 1 : -1;
		}
	}
	
	start_point = steepest->lst_out;
	do
	{
		//start_point = steepest->lst_out;
		for(i=0;i<len;i++)
		{
// 			j = steepest->cnt + i + 1;
// 			if( j >= len )	
// 			{
// 				j = j - len; //顺序排列
// 			}
			pow_sum += my_pow(arr[i] - start_point );// /step_num;//除法减小比例**
			
			//start_point += pn *(step_slope_factor *step/len);
		}
			
		if(pow_sum - steepest->lst_pow_sum > 0)
		{		
			if(updw==0)
			{
				on = 0;
			}
			updw = 1;//上升了
			pn = (pn == 1 )? -1:1;

		}
		else
		{
			updw = 0; //正在下降
 			if(step_slope_factor<step_num)
 			{
 				step_slope_factor++;
 			}
		}
			
		steepest->lst_pow_sum = pow_sum;		
		pow_sum = 0;
		start_point += pn *step;//调整
		
		if(++step_cnt > step_num)//限制计算次数
		{
			on = 0;
		}
			//////
			if(step_slope_factor>=2)//限制下降次数1次，节省时间，但会增大滞后，若cpu时间充裕可不用。
			{
				on = 0;

			}
			//////
		
	}
	while(on==1);
	
	steepest->now_out = start_point ;//0.5f *(start_point + steepest->lst_out);//
	
	steepest->now_velocity_xdt = steepest->now_out - steepest->lst_out;
}","{'begin': {'line': 78, 'column': 1}, 'end': {'line': 173, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['计算', '数组', '中', '最', '陡', '下降', '路径', '，', '并', '更新', '最', '陡', '斜率', '和', '当前', '点', '。']"
112,112,112,fir_arrange_filter,void,"void fir_arrange_filter(float * arr, int len, int * fil_cnt, float in, float * arr_out)","[{'name': 'arr', 'type': 'float *'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'arr_out', 'type': 'float *'}]",对输入数组进行过滤和排列,"void fir_arrange_filter(float *arr,u16 len,u8 *fil_cnt,float in,float *arr_out) //len<=255 len >= 3
{
	//float arrange[len];
	float tmp;
	u8 i,j;
/*
窗口数据处理
*/		
	if( ++*fil_cnt >= len )	
	{
		*fil_cnt = 0; //now
	}
	
	arr[ *fil_cnt ] = in;
/*
窗口数据处理
*/	
	
/*
赋值、排列
*/	
	for(i=0;i<len;i++)
	{
		arr_out[i] = arr[i];
	}
	
	for(i=0;i<len-1;i++)
	{
		for(j=0;j<len-1-i;j++)
		{
			if(arr_out[j]>arr_out[j+1])
			{
				tmp = arr_out[j+1];
				arr_out[j+1] = arr_out[j];
				arr_out[j] = tmp;
			}
		}
	}
/*
赋值、排列
*/		
	

}","{'begin': {'line': 175, 'column': 1}, 'end': {'line': 218, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['对', '输入', '数组', '进行', '过滤', '和', '排列']"
113,113,113,Moving_Average,void,"void Moving_Average(float[] moavarray, int len, int * fil_cnt, float in, float * out)","[{'name': 'moavarray', 'type': 'float[]'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",计算滑动平均值的函数，接受一个浮点数数组、数组长度、文件计数器指针、新值及输出指针。,"void Moving_Average(float moavarray[],u16 len ,u16 *fil_cnt,float in,float *out)
{
	u16 width_num;
	float last;

	width_num = len ;
	
	if( ++*fil_cnt >= width_num )	
	{
		*fil_cnt = 0; //now
	}
	
	last = moavarray[ *fil_cnt ];
	
	moavarray[ *fil_cnt ] = in;
	
	*out += ( in - ( last  ) )/(float)( width_num ) ;
	//*out += 0.00001f *(in - *out);
	*out += 0.00001f *LIMIT((in - *out),-1,1);  //数据精度误差修正
	
}","{'begin': {'line': 223, 'column': 2}, 'end': {'line': 243, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['计算', '滑动', '平均', '均值', '平均值', '的', '函数', '，', '接受', '一个', '浮点', '点数', '浮点数', '数组', '、', '数组', '长度', '、', '文件', '计数', '计数器', '指针', '、', '新值', '及', '输出', '指针', '。']"
114,114,114,LPF_1,void,"void LPF_1(float hz, float time, float in, float * out)","[{'name': 'hz', 'type': 'float'}, {'name': 'time', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",对输入信号进行低通滤波处理，输出滤波后的信号。,"void LPF_1(float hz,float time,float in,float *out)  
{
	*out += ( 1 / ( 1 + 1 / ( hz *6.28f *time ) ) ) *( in - *out );

}","{'begin': {'line': 245, 'column': 1}, 'end': {'line': 249, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['对', '输入', '信号', '进行', '低', '滤波', '通滤波', '处理', '，', '输出', '滤波', '后', '的', '信号', '。']"
115,115,115,dlon_180,int,int dlon_180(int x),"[{'name': 'x', 'type': 'int'}]",将输入的整数x转换为180度的倍数,"s32 dlon_180(s32 x) //10^-7
{
	return (x>1800000000?(x-3600000000):(x<-1800000000?(x+3600000000):x));

}","{'begin': {'line': 5, 'column': 1}, 'end': {'line': 9, 'column': 2}}",FlyControl_Algorithm\src\DY_Math.c,"['将', '输入', '的', '整数', 'x', '转换', '为', '180', '度', '的', '倍数']"
116,116,116,dlon_180,int,int dlon_180(int x),"[{'name': 'x', 'type': 'int'}]","{""name"": ""dlon_180"", ""summary"": ""将输入的整数x转换为-180°到180°之间的角度""}","s32 dlon_180(s32 x) //10^-7
{
	return (x>1800000000?(x-3600000000):(x<-1800000000?(x+3600000000):x));

}","{'begin': {'line': 5, 'column': 1}, 'end': {'line': 9, 'column': 2}}",FlyControl_Algorithm\src\DY_Navigate.c,"['{', '""', 'name', '""', ':', ' ', '""', 'dlon', '_', '180', '""', ',', ' ', '""', 'summary', '""', ':', ' ', '""', '将', '输入', '的', '整数', 'x', '转换', '为', '-', '180', '°', '到', '180', '°', '之间', '的', '角度', '""', '}']"
