,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
434,434,stbi__load_main,void *,"void * stbi__load_main(stbi__context * s, int * x, int * y, int * comp, int req_comp, stbi__result_info * ri, int bpc)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}, {'name': 'ri', 'type': 'stbi__result_info *'}, {'name': 'bpc', 'type': 'int'}]",检测图像格式并调用对应解码器加载数据,"static void *stbi__load_main(stbi__context *s, int *x, int *y, int *comp, int req_comp, stbi__result_info *ri, int bpc)
{
   memset(ri, 0, sizeof(*ri)); // make sure it's initialized if we add new fields
   ri->bits_per_channel = 8; // default is 8 so most paths don't have to be changed
   ri->channel_order = STBI_ORDER_RGB; // all current input & output are this, but this is here so we can add BGR order
   ri->num_channels = 0;

   // test the formats with a very explicit header first (at least a FOURCC
   // or distinctive magic number first)
   #ifndef STBI_NO_PNG
   if (stbi__png_test(s))  return stbi__png_load(s,x,y,comp,req_comp, ri);
   #endif
   #ifndef STBI_NO_BMP
   if (stbi__bmp_test(s))  return stbi__bmp_load(s,x,y,comp,req_comp, ri);
   #endif
   #ifndef STBI_NO_GIF
   if (stbi__gif_test(s))  return stbi__gif_load(s,x,y,comp,req_comp, ri);
   #endif
   #ifndef STBI_NO_PSD
   if (stbi__psd_test(s))  return stbi__psd_load(s,x,y,comp,req_comp, ri, bpc);
   #else
   STBI_NOTUSED(bpc);
   #endif
   #ifndef STBI_NO_PIC
   if (stbi__pic_test(s))  return stbi__pic_load(s,x,y,comp,req_comp, ri);
   #endif

   // then the formats that can end up attempting to load with just 1 or 2
   // bytes matching expectations; these are prone to false positives, so
   // try them later
   #ifndef STBI_NO_JPEG
   if (stbi__jpeg_test(s)) return stbi__jpeg_load(s,x,y,comp,req_comp, ri);
   #endif
   #ifndef STBI_NO_PNM
   if (stbi__pnm_test(s))  return stbi__pnm_load(s,x,y,comp,req_comp, ri);
   #endif

   #ifndef STBI_NO_HDR
   if (stbi__hdr_test(s)) {
      float *hdr = stbi__hdr_load(s, x,y,comp,req_comp, ri);
      return stbi__hdr_to_ldr(hdr, *x, *y, req_comp ? req_comp : *comp);
   }
   #endif

   #ifndef STBI_NO_TGA
   // test tga last because it's a crappy test!
   if (stbi__tga_test(s))
      return stbi__tga_load(s,x,y,comp,req_comp, ri);
   #endif

   return stbi__errpuc(""unknown image type"", ""Image not of any known type, or corrupt"");
}","{'begin': {'line': 1137, 'column': 1}, 'end': {'line': 1188, 'column': 2}}",key_monitor.c,"['检测', '图像', '格式', '图像格式', '并', '调用', '对应', '解码', '码器', '解码器', '加载', '数据']"
435,435,stbi__sse2_available,int,int stbi__sse2_available(),[],检查SSE2支持是否启用，始终返回1。,"static int stbi__sse2_available(void)
{
   // If we're even attempting to compile this on GCC/Clang, that means
   // -msse2 is on, which means the compiler is allowed to use SSE2
   // instructions at will, and so are we.
   return 1;
}","{'begin': {'line': 765, 'column': 1}, 'end': {'line': 771, 'column': 2}}",show_image.c,"['检查', 'SSE2', '支持', '是否', '启用', '，', '始终', '返回', '1', '。']"
436,436,stbi__start_mem,void,"void stbi__start_mem(stbi__context * s, const stbi_uc * buffer, int len)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}]","好的，用户让我缩减之前的摘要到不超过50字，并且不要包含文件地址。之前的摘要已经是“初始化内存读取上下文”，已经很简洁了。不过用户可能觉得需要更详细一点？或者保持原样？需要检查是否符合要求。原来的摘要已经符合字数限制，而且没有文件地址，所以可能用户希望保持原样。确认后，直接返回原来的内容即可。

另外，用户可能是在测试我的适应能力，确保我能正确遵循不同的规则调整。需要严格按照新要求处理，但当前情况不需要修改。所以最终结果和之前一样。
</think>

{""name"": ""stbi__start_mem"", ""summary"": ""初始化内存读取上下文""}","static void stbi__start_mem(stbi__context *s, stbi_uc const *buffer, int len)
{
   s->io.read = NULL;
   s->read_from_callbacks = 0;
   s->callback_already_read = 0;
   s->img_buffer = s->img_buffer_original = (stbi_uc *) buffer;
   s->img_buffer_end = s->img_buffer_original_end = (stbi_uc *) buffer+len;
}","{'begin': {'line': 826, 'column': 1}, 'end': {'line': 833, 'column': 2}}",show_image.c,"['好', '的', '，', '用户', '让', '我', '缩减', '之前', '的', '摘要', '到', '不', '超过', '50', '字', '，', '并且', '不要', '包含', '文件', '地址', '。', '之前', '的', '摘要', '已经', '是', '“', '初始', '初始化', '内存', '读取', '上下', '下文', '上下文', '”', '，', '已经', '很', '简洁', '了', '。', '不过', '用户', '可能', '觉得', '需要', '更', '详细', '一点', '？', '或者', '保持', '原样', '？', '需要', '检查', '是否', '符合', '要求', '符合要求', '。', '原来', '的', '摘要', '已经', '符合', '字数', '限制', '，', '而且', '没有', '文件', '地址', '，', '所以', '可能', '用户', '希望', '保持', '原样', '。', '确认', '后', '，', '直接', '返回', '原来', '的', '内容', '即可', '。', '\n', '\n', '另外', '，', '用户', '可能', '是', '在', '测试', '我', '的', '适应', '应能', '能力', '适应能力', '，', '确保', '我能', '正确', '遵循', '不同', '的', '规则', '调整', '。', '需要', '严格', '按照', '新', '要求', '处理', '，', '但', '当前', '前情', '情况', '当前情况', '不', '需要', '修改', '。', '所以', '最终', '结果', '和', '之前', '一样', '。', '\n', '<', '/', 'think', '>', '\n', '\n', '{', '""', 'name', '""', ':', ' ', '""', 'stbi', '__', 'start', '_', 'mem', '""', ',', ' ', '""', 'summary', '""', ':', ' ', '""', '初始', '初始化', '内存', '读取', '上下', '下文', '上下文', '""', '}']"
437,437,stbi__start_callbacks,void,"void stbi__start_callbacks(stbi__context * s, stbi_io_callbacks * c, void * user)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'c', 'type': 'stbi_io_callbacks *'}, {'name': 'user', 'type': 'void *'}]",初始化图像解码回调函数配置,"static void stbi__start_callbacks(stbi__context *s, stbi_io_callbacks *c, void *user)
{
   s->io = *c;
   s->io_user_data = user;
   s->buflen = sizeof(s->buffer_start);
   s->read_from_callbacks = 1;
   s->callback_already_read = 0;
   s->img_buffer = s->img_buffer_original = s->buffer_start;
   stbi__refill_buffer(s);
   s->img_buffer_original_end = s->img_buffer_end;
}","{'begin': {'line': 836, 'column': 1}, 'end': {'line': 846, 'column': 2}}",show_image.c,"['初始', '初始化', '图像', '解码', '回调', '函数', '配置']"
438,438,stbi__stdio_read,int,"int stbi__stdio_read(void * user, char * data, int size)","[{'name': 'user', 'type': 'void *'}, {'name': 'data', 'type': 'char *'}, {'name': 'size', 'type': 'int'}]",使用fread从文件指针读取数据,"static int stbi__stdio_read(void *user, char *data, int size)
{
   return (int) fread(data,1,size,(FILE*) user);
}","{'begin': {'line': 850, 'column': 1}, 'end': {'line': 853, 'column': 2}}",show_image.c,"['使用', 'fread', '文件', '从文件', '指针', '读取', '数据', '读取数据']"
439,439,stbi__stdio_skip,void,"void stbi__stdio_skip(void * user, int n)","[{'name': 'user', 'type': 'void *'}, {'name': 'n', 'type': 'int'}]",跳过指定字节并重置文件结束标志,"static void stbi__stdio_skip(void *user, int n)
{
   int ch;
   fseek((FILE*) user, n, SEEK_CUR);
   ch = fgetc((FILE*) user);  /* have to read a byte to reset feof()'s flag */
   if (ch != EOF) {
      ungetc(ch, (FILE *) user);  /* push byte back onto stream if valid. */
   }
}","{'begin': {'line': 855, 'column': 1}, 'end': {'line': 863, 'column': 2}}",show_image.c,"['跳过', '指定', '字节', '并', '重置', '文件', '结束', '标志']"
440,440,stbi__stdio_eof,int,int stbi__stdio_eof(void * user),"[{'name': 'user', 'type': 'void *'}]",检查文件流是否结束或出错,"static int stbi__stdio_eof(void *user)
{
   return feof((FILE*) user) || ferror((FILE *) user);
}","{'begin': {'line': 865, 'column': 1}, 'end': {'line': 868, 'column': 2}}",show_image.c,"['检查', '文件', '流', '是否', '结束', '或', '出错']"
441,441,stbi__start_file,void,"void stbi__start_file(stbi__context * s, FILE * f)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'f', 'type': 'FILE *'}]",初始化文件读取上下文，使用标准IO回调,"static void stbi__start_file(stbi__context *s, FILE *f)
{
   stbi__start_callbacks(s, &stbi__stdio_callbacks, (void *) f);
}","{'begin': {'line': 877, 'column': 1}, 'end': {'line': 880, 'column': 2}}",show_image.c,"['初始', '初始化', '文件', '读取', '上下', '下文', '上下文', '，', '使用', '标准', 'IO', '回调']"
442,442,stbi__rewind,void,void stbi__rewind(stbi__context * s),"[{'name': 's', 'type': 'stbi__context *'}]",重置图像缓冲区到初始位置,"static void stbi__rewind(stbi__context *s)
{
   // conceptually rewind SHOULD rewind to the beginning of the stream,
   // but we just rewind to the beginning of the initial buffer, because
   // we only use it after doing 'test', which only ever looks at at most 92 bytes
   s->img_buffer = s->img_buffer_original;
   s->img_buffer_end = s->img_buffer_original_end;
}","{'begin': {'line': 886, 'column': 1}, 'end': {'line': 893, 'column': 2}}",show_image.c,"['重置', '图像', '缓冲', '缓冲区', '到', '初始', '位置']"
443,443,stbi_failure_reason,const char *,const char * stbi_failure_reason(),[],返回最近一次图像加载失败的错误描述,"STBIDEF const char *stbi_failure_reason(void)
{
   return stbi__g_failure_reason;
}","{'begin': {'line': 972, 'column': 1}, 'end': {'line': 975, 'column': 2}}",show_image.c,"['返回', '最近', '一次', '图像', '加载', '失败', '的', '错误', '描述']"
444,444,stbi__err,int,int stbi__err(const char * str),"[{'name': 'str', 'type': 'const char *'}]",设置错误信息并返回失败状态,"static int stbi__err(const char *str)
{
   stbi__g_failure_reason = str;
   return 0;
}","{'begin': {'line': 978, 'column': 1}, 'end': {'line': 982, 'column': 2}}",show_image.c,"['设置', '错误', '误信', '信息', '错误信息', '并', '返回', '失败', '状态']"
445,445,stbi__malloc,void *,void * stbi__malloc(int size),"[{'name': 'size', 'type': 'int'}]",调用STBI_MALLOC分配内存,"static void *stbi__malloc(size_t size)
{
    return STBI_MALLOC(size);
}","{'begin': {'line': 985, 'column': 1}, 'end': {'line': 988, 'column': 2}}",show_image.c,"['调用', 'STBI', '_', 'MALLOC', '分配', '内存', '分配内存']"
446,446,stbi__addsizes_valid,int,"int stbi__addsizes_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查两整数相加是否溢出,"static int stbi__addsizes_valid(int a, int b)
{
   if (b < 0) return 0;
   // now 0 <= b <= INT_MAX, hence also
   // 0 <= INT_MAX - b <= INTMAX.
   // And ""a + b <= INT_MAX"" (which might overflow) is the
   // same as a <= INT_MAX - b (no overflow)
   return a <= INT_MAX - b;
}","{'begin': {'line': 1002, 'column': 1}, 'end': {'line': 1010, 'column': 2}}",show_image.c,"['检查', '两', '整数', '相加', '是否', '溢出']"
447,447,stbi__mul2sizes_valid,int,"int stbi__mul2sizes_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查两数相乘是否溢出，返回有效性,"static int stbi__mul2sizes_valid(int a, int b)
{
   if (a < 0 || b < 0) return 0;
   if (b == 0) return 1; // mul-by-0 is always safe
   // portable way to check for no overflows in a*b
   return a <= INT_MAX/b;
}","{'begin': {'line': 1014, 'column': 1}, 'end': {'line': 1020, 'column': 2}}",show_image.c,"['检查', '两', '数', '相乘', '是否', '溢出', '，', '返回', '有效', '有效性']"
448,448,stbi__mad2sizes_valid,int,"int stbi__mad2sizes_valid(int a, int b, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",检查a*b及加上add是否有效,"static int stbi__mad2sizes_valid(int a, int b, int add)
{
   return stbi__mul2sizes_valid(a, b) && stbi__addsizes_valid(a*b, add);
}","{'begin': {'line': 1024, 'column': 1}, 'end': {'line': 1027, 'column': 2}}",show_image.c,"['检查', 'a', '*', 'b', '及', '加上', 'add', '是否', '有效']"
449,449,stbi__mad3sizes_valid,int,"int stbi__mad3sizes_valid(int a, int b, int c, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",检查三数相乘加增量是否有效,"static int stbi__mad3sizes_valid(int a, int b, int c, int add)
{
   return stbi__mul2sizes_valid(a, b) && stbi__mul2sizes_valid(a*b, c) &&
      stbi__addsizes_valid(a*b*c, add);
}","{'begin': {'line': 1031, 'column': 1}, 'end': {'line': 1035, 'column': 2}}",show_image.c,"['检查', '三', '数', '相乘', '加', '增量', '是否', '有效']"
450,450,stbi__mad4sizes_valid,int,"int stbi__mad4sizes_valid(int a, int b, int c, int d, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'd', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",检查四数相乘加值是否有效,"static int stbi__mad4sizes_valid(int a, int b, int c, int d, int add)
{
   return stbi__mul2sizes_valid(a, b) && stbi__mul2sizes_valid(a*b, c) &&
      stbi__mul2sizes_valid(a*b*c, d) && stbi__addsizes_valid(a*b*c*d, add);
}","{'begin': {'line': 1039, 'column': 1}, 'end': {'line': 1043, 'column': 2}}",show_image.c,"['检查', '四数', '相乘', '加值', '是否', '有效']"
451,451,stbi__malloc_mad2,void *,"void * stbi__malloc_mad2(int a, int b, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",分配a*b+add内存并验证参数有效性,"static void *stbi__malloc_mad2(int a, int b, int add)
{
   if (!stbi__mad2sizes_valid(a, b, add)) return NULL;
   return stbi__malloc(a*b + add);
}","{'begin': {'line': 1048, 'column': 1}, 'end': {'line': 1052, 'column': 2}}",show_image.c,"['分配', 'a', '*', 'b', '+', 'add', '内存', '并', '验证', '参数', '有效', '有效性']"
452,452,stbi__malloc_mad3,void *,"void * stbi__malloc_mad3(int a, int b, int c, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",检查参数并分配a*b*c + add内存,"static void *stbi__malloc_mad3(int a, int b, int c, int add)
{
   if (!stbi__mad3sizes_valid(a, b, c, add)) return NULL;
   return stbi__malloc(a*b*c + add);
}","{'begin': {'line': 1055, 'column': 1}, 'end': {'line': 1059, 'column': 2}}",show_image.c,"['检查', '参数', '并', '分配', 'a', '*', 'b', '*', 'c', ' ', '+', ' ', 'add', '内存']"
453,453,stbi__malloc_mad4,void *,"void * stbi__malloc_mad4(int a, int b, int c, int d, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'd', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",分配验证后的四数乘积加add的内存空间,"static void *stbi__malloc_mad4(int a, int b, int c, int d, int add)
{
   if (!stbi__mad4sizes_valid(a, b, c, d, add)) return NULL;
   return stbi__malloc(a*b*c*d + add);
}","{'begin': {'line': 1062, 'column': 1}, 'end': {'line': 1066, 'column': 2}}",show_image.c,"['分配', '验证', '后', '的', '四数', '乘积', '加', 'add', '的', '内存', '空间', '内存空间']"
454,454,stbi__addints_valid,int,"int stbi__addints_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查两个整数相加是否溢出,"static int stbi__addints_valid(int a, int b)
{
   if ((a >= 0) != (b >= 0)) return 1; // a and b have different signs, so no overflow
   if (a < 0 && b < 0) return a >= INT_MIN - b; // same as a + b >= INT_MIN; INT_MIN - b cannot overflow since b < 0.
   return a <= INT_MAX - b;
}","{'begin': {'line': 1070, 'column': 1}, 'end': {'line': 1075, 'column': 2}}",show_image.c,"['检查', '两个', '整数', '相加', '是否', '溢出']"
455,455,stbi__mul2shorts_valid,int,"int stbi__mul2shorts_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查两数相乘是否在short范围内,"static int stbi__mul2shorts_valid(int a, int b)
{
   if (b == 0 || b == -1) return 1; // multiplication by 0 is always 0; check for -1 so SHRT_MIN/b doesn't overflow
   if ((a >= 0) == (b >= 0)) return a <= SHRT_MAX/b; // product is positive, so similar to mul2sizes_valid
   if (b < 0) return a <= SHRT_MIN / b; // same as a * b >= SHRT_MIN
   return a >= SHRT_MIN / b;
}","{'begin': {'line': 1078, 'column': 1}, 'end': {'line': 1084, 'column': 2}}",show_image.c,"['检查', '两', '数', '相乘', '是否', '在', 'short', '范围', '内']"
456,456,stbi_image_free,void,void stbi_image_free(void * retval_from_stbi_load),"[{'name': 'retval_from_stbi_load', 'type': 'void *'}]",释放由stbi_load函数加载的图像内存,"STBIDEF void stbi_image_free(void *retval_from_stbi_load)
{
   STBI_FREE(retval_from_stbi_load);
}","{'begin': {'line': 1101, 'column': 1}, 'end': {'line': 1104, 'column': 2}}",show_image.c,"['释放', '由', 'stbi', '_', 'load', '函数', '加载', '的', '图像', '内存']"
457,457,stbi_set_flip_vertically_on_load,void,void stbi_set_flip_vertically_on_load(int flag_true_if_should_flip),"[{'name': 'flag_true_if_should_flip', 'type': 'int'}]",设置加载图像时垂直翻转的标志,"STBIDEF void stbi_set_flip_vertically_on_load(int flag_true_if_should_flip)
{
   stbi__vertically_flip_on_load_global = flag_true_if_should_flip;
}","{'begin': {'line': 1116, 'column': 1}, 'end': {'line': 1119, 'column': 2}}",show_image.c,"['设置', '加载', '图像', '时', '垂直', '翻转', '的', '标志']"
